0,1,2,3,4,5,6,7,8,9,10,11
0.69058645,0.35179713,-1.0064292,-0.506476,0.53615355,0.24023332,-0.90412885,-1.7833768,-1.2847116,-0.7447083,0.3661508,0.37280387
0.0011026993,0.015616327,-0.0013645707,-0.20540693,0.56324565,-0.261754,-0.15269963,-0.18177186,0.8448038,-0.86658627,0.028562699,0.21629545
0.19874144,-1.6224048,-1.0001532,-0.3741987,0.12715945,0.502625,0.20668185,-0.17348167,0.035469785,-0.22868586,0.3382677,0.09838106
-0.028119294,-1.7285848,0.35645065,0.026625356,0.37246323,0.18514049,-0.4258738,0.084226064,-0.274422,-0.14686622,0.4780821,-0.18142636
-0.09147247,0.33518168,-3.6510773,0.58950675,-0.490817,-0.46782237,-0.89790267,0.3885179,-0.2747075,0.31381318,-0.28530622,-0.32025474
-2.7202363,1.4107137,-0.11333458,0.0154583305,0.0063692247,0.020109782,-0.08135637,0.032747142,0.22650662,-0.01941564,0.04975554,-0.3233927
0.19848579,1.7968851,0.26636872,0.09647538,0.017557576,-0.10073167,0.021965815,-0.103193246,0.040750567,-0.020535436,-0.09654227,0.19459455
-0.09135263,-0.73366827,0.1700293,-0.8385264,0.30527967,0.21652678,-0.058329053,0.18302947,-0.081527784,-0.28846782,0.29669842,-0.04920009
-2.4779875,2.4646146,-0.009158226,-0.02138234,0.020727627,-0.00030137118,0.052378654,0.117674746,-0.16156761,0.15076204,-0.1189409,0.03585232
-0.33818156,-0.57068634,0.16146946,0.2563726,0.047165986,-0.16223992,-0.4682833,0.39847022,-0.09230994,0.15921205,0.44127753,-0.7832324
-0.00029251067,-0.011411483,-0.0038680925,0.009340815,-0.006951801,-0.14431126,0.07680396,-0.076865606,0.11880754,0.01096418,-0.1008207,0.05342302
-0.0024039021,-0.00089369225,-0.007831474,0.11176724,-0.12553868,-0.4314562,0.41894072,0.13184255,-0.14337794,0.09617608,-0.3675563,0.2529572
-0.004267168,0.004837045,-0.008546225,0.0008064408,0.25530547,-0.9638796,0.6447097,-0.005855538,0.3230317,-0.19741417,-0.5375824,0.4010253
-0.0030234798,0.0030432385,0.004463139,-0.018062713,0.058945354,-0.1950653,0.13168395,0.023239775,0.117774315,-0.2882981,0.055155404,0.06712839
-0.0064799385,0.007660834,0.0023694478,-0.04170138,0.13487896,-0.25419196,0.14126098,0.016473461,0.2796904,-0.5850048,0.21475638,0.06562293
0.3731235,-1.3908781,0.22566196,-0.13644889,0.006800612,0.27234554,0.121431574,-0.18920377,-0.16500479,-0.20611788,0.3636254,0.1419619
0.24624161,-2.4418447,-0.7408368,0.14272867,-0.16612442,-0.10270073,-0.11032254,0.011485462,-0.15225907,0.17837965,-0.00081640476,-0.07884805
0.24412386,1.8567971,-0.096147634,-0.09647504,0.13584189,-0.0073702126,0.049542163,0.1852606,0.10583448,0.004760527,-0.15401018,-0.11077426
0.009717264,0.0047444496,-0.02532441,-0.70098805,0.7795215,0.4361609,-0.5773588,0.020848533,-0.14855593,0.43463612,-0.47122213,0.1685065
-2.4700594,-0.007956449,0.10850544,-0.012966898,0.010701528,-0.004672726,-0.011543535,-0.0026786025,0.15820627,0.009478106,-0.021241428,-0.20203637
0.015444995,-0.54900897,-0.14775233,0.26565892,0.18840303,-0.6112759,0.17273173,-0.4909301,0.13314803,0.68166035,-0.11241572,-0.24160326
0.2603455,-2.2420294,0.2250255,-0.11046252,0.12862231,0.019976296,0.13022609,0.1781123,0.27355,0.031666152,-0.23312214,-0.14758795
0.28440124,1.5921153,0.10203273,-0.089703225,0.05046344,0.0768468,0.051984545,-0.0986149,0.26129383,0.10129504,-0.096971065,-0.2977567
0.11526838,1.727828,-0.30200493,0.36388293,-0.1483255,-0.024967043,-0.37710986,0.1125298,-0.13731018,0.1801734,-0.0052797566,-0.22011352
-0.018337153,0.011278526,-0.008229048,0.023578558,-0.038392592,0.08697756,-0.041195758,0.002550936,0.0045899213,0.009626443,-0.10075074,0.06523727
-0.015553871,-1.4715186,0.84648114,-0.43228996,0.19340594,0.18630034,0.28240114,0.16610971,-0.6688926,0.1610282,0.62786865,-0.24847935
0.034120023,-0.3766103,-0.33208612,-0.011922038,-0.13043317,-0.16341825,0.17273751,-0.36520445,0.5858037,-0.18691146,-0.18097137,0.12702781
0.14658257,0.34095356,-0.24509877,-2.9104524,-1.5687889,0.42525107,2.186347,-0.44162402,-0.45942545,0.15919793,0.22030249,0.55401653
-0.723861,0.17094342,-0.88956094,0.044356048,0.1119621,0.0010882284,-0.31772083,0.01954764,0.3528274,0.038638756,-0.3578311,0.05452138
0.00014637287,-0.00016420892,-0.0013090736,0.022488995,0.03556257,-0.21158674,0.17870228,0.22856893,-0.78502744,0.43690902,0.39172572,-0.26846465
-1.3502632,-0.08396477,-0.048632797,-0.0715387,-0.108593516,0.020677118,0.03721047,-0.21450609,0.13862796,-0.21760038,0.059484206,0.08519849
-2.7784026,0.7570269,-0.16906422,0.025152244,-0.015046963,-0.021969952,0.005483174,0.14223588,-0.14051151,-0.08706064,0.027372014,0.107294306
